	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1356_gender-F_age-20	1	4	1	3	1	id-1356_gender-F_age-20	trustworthiness	-0.6325	1.7930000000000001
id-1339_gender-F_age-30	1	4	1	3	2	id-1339_gender-F_age-30	trustworthiness	0.5425	1.068
id-1274_gender-F_age-33	1	4	1	3	3	id-1274_gender-F_age-33	trustworthiness	-0.47750000000000004	0.943
id-1289_gender-F_age-20	1	4	1	3	4	id-1289_gender-F_age-20	trustworthiness	-0.12749999999999995	0.6509999999999999
id-1323_gender-F_age-23	1	4	1	3	5	id-1323_gender-F_age-23	trustworthiness	0.8525	1.71
id-1270_gender-F_age-30	1	4	1	3	6	id-1270_gender-F_age-30	trustworthiness	-0.025000000000000022	0.526
id-1273_gender-F_age-20	1	4	1	3	7	id-1273_gender-F_age-20	trustworthiness	0.4624999999999999	0.6759999999999999
id-1363_gender-M_age-19	1	4	1	3	8	id-1363_gender-M_age-19	trustworthiness	0.6600000000000001	1.885
id-1306_gender-F_age-21	1	4	1	3	9	id-1306_gender-F_age-21	trustworthiness	-0.07250000000000001	0.643
id-1335_gender-M_age-23	1	4	1	3	10	id-1335_gender-M_age-23	trustworthiness	-0.64	0.6509999999999999
id-1295_gender-F_age-26	1	4	1	3	11	id-1295_gender-F_age-26	trustworthiness	-0.935	1.043
id-1260_gender-F_age-22	1	4	1	3	12	id-1260_gender-F_age-22	trustworthiness	0.5475000000000001	0.718
id-1366_gender-F_age-24	1	4	1	3	13	id-1366_gender-F_age-24	trustworthiness	-0.2825	0.759
id-1344_gender-M_age-25	1	4	1	3	14	id-1344_gender-M_age-25	trustworthiness	-0.9225	1.209
id-1373_gender-F_age-30	1	4	1	3	15	id-1373_gender-F_age-30	trustworthiness	-0.235	0.7090000000000001
id-1367_gender-M_age-20	1	4	1	3	16	id-1367_gender-M_age-20	trustworthiness	-0.4575	0.693
id-1380_gender-F_age-21	1	4	1	3	17	id-1380_gender-F_age-21	trustworthiness	0.1775	0.593
id-1345_gender-M_age-18	1	4	1	3	18	id-1345_gender-M_age-18	trustworthiness	-0.22499999999999998	0.634
id-1279_gender-F_age-19	1	4	1	3	19	id-1279_gender-F_age-19	trustworthiness	0.9449999999999998	1.2009999999999998
id-1370_gender-M_age-19	1	4	1	3	20	id-1370_gender-M_age-19	trustworthiness	0.9775	1.085
id-1358_gender-F_age-32	1	4	1	3	21	id-1358_gender-F_age-32	trustworthiness	0.26	0.8009999999999999
id-1309_gender-M_age-22	1	4	1	3	22	id-1309_gender-M_age-22	trustworthiness	-0.4625	0.518
id-1269_gender-F_age-23	1	4	1	3	23	id-1269_gender-F_age-23	trustworthiness	0.1100000000000001	0.493
id-1290_gender-F_age-23	1	4	1	3	24	id-1290_gender-F_age-23	trustworthiness	-0.11250000000000004	0.91
id-1347_gender-F_age-27	1	4	1	3	25	id-1347_gender-F_age-27	trustworthiness	-0.29000000000000004	1.001
id-1354_gender-F_age-23	1	4	1	3	26	id-1354_gender-F_age-23	trustworthiness	-0.14	0.9590000000000001
id-1311_gender-F_age-22	1	4	1	3	27	id-1311_gender-F_age-22	trustworthiness	0.595	0.659
