	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1345_gender-M_age-18	1	4	1	1	1	id-1345_gender-M_age-18	arousal	0.5842408540328191	3.8858356158925744
id-1345_gender-M_age-18	1	4	1	1	1	id-1345_gender-M_age-18	valence	0.1820689425870606	3.8858356158925744
id-1373_gender-F_age-30	1	4	1	1	2	id-1373_gender-F_age-30	arousal	0.4565208495314482	0.8694829935502639
id-1373_gender-F_age-30	1	4	1	1	2	id-1373_gender-F_age-30	valence	0.524467252526906	0.8694829935502639
id-1377_gender-M_age-20	1	4	1	1	3	id-1377_gender-M_age-20	arousal	0.4972825530957155	0.8353360689834517
id-1377_gender-M_age-20	1	4	1	1	3	id-1377_gender-M_age-20	valence	0.9375191819781479	0.8353360689834517
id-1289_gender-F_age-20	1	4	1	1	4	id-1289_gender-F_age-20	arousal	0.5475553208249785	1.160502499093127
id-1289_gender-F_age-20	1	4	1	1	4	id-1289_gender-F_age-20	valence	0.3423983099398454	1.160502499093127
id-1294_gender-F_age-26	1	4	1	1	5	id-1294_gender-F_age-26	arousal	0.6807102191349184	2.1196905217993844
id-1294_gender-F_age-26	1	4	1	1	5	id-1294_gender-F_age-26	valence	0.105980429267095	2.1196905217993844
id-1344_gender-M_age-25	1	4	1	1	6	id-1344_gender-M_age-25	arousal	0.5706536195113967	0.7936951861292982
id-1344_gender-M_age-25	1	4	1	1	6	id-1344_gender-M_age-25	valence	-0.13043745140565535	0.7936951861292982
id-1318_gender-M_age-35	1	4	1	1	7	id-1318_gender-M_age-35	arousal	0.728265539959897	1.0270659097641328
id-1318_gender-M_age-35	1	4	1	1	7	id-1318_gender-M_age-35	valence	-0.5706638498997423	1.0270659097641328
id-1376_gender-F_age-19	1	4	1	1	8	id-1376_gender-F_age-19	arousal	0.5597838318942587	1.37709407323473
id-1376_gender-F_age-19	1	4	1	1	8	id-1376_gender-F_age-19	valence	0.6576221508368458	1.37709407323473
id-1302_gender-F_age-30	1	4	1	1	9	id-1302_gender-F_age-30	arousal	0.6711991549699227	1.7022161300310472
