	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1376_gender-F_age-19	1	4	1	1	1	id-1376_gender-F_age-19	attractiveness	0.20750000000000002	2.4090000000000003
id-1310_gender-F_age-28	1	4	1	1	2	id-1310_gender-F_age-28	attractiveness	0.12250000000000005	2.043
id-1367_gender-M_age-20	1	4	1	1	3	id-1367_gender-M_age-20	attractiveness	0.43500000000000005	2.818
id-1280_gender-M_age-18	1	4	1	1	4	id-1280_gender-M_age-18	attractiveness	-0.26	1.068
id-1295_gender-F_age-26	1	4	1	1	5	id-1295_gender-F_age-26	attractiveness	-0.28	3.7760000000000002
id-1358_gender-F_age-32	1	4	1	1	6	id-1358_gender-F_age-32	attractiveness	0.09000000000000008	2.151
id-1366_gender-F_age-24	1	4	1	1	7	id-1366_gender-F_age-24	attractiveness	-0.45500000000000007	1.935
id-1342_gender-M_age-19	1	4	1	1	8	id-1342_gender-M_age-19	attractiveness	-0.685	2.051
id-1291_gender-F_age-24	1	4	1	1	9	id-1291_gender-F_age-24	attractiveness	-0.36750000000000005	1.401
id-1362_gender-F_age-24	1	4	1	1	10	id-1362_gender-F_age-24	attractiveness	-0.06999999999999995	1.693
id-1370_gender-M_age-19	1	4	1	1	11	id-1370_gender-M_age-19	attractiveness	0.15749999999999997	2.293
id-1345_gender-M_age-18	1	4	1	1	12	id-1345_gender-M_age-18	attractiveness	-0.20750000000000002	1.109
id-1355_gender-F_age-19	1	4	1	1	13	id-1355_gender-F_age-19	attractiveness	-0.5825	1.568
id-1373_gender-F_age-30	1	4	1	1	14	id-1373_gender-F_age-30	attractiveness	-0.16749999999999998	1.318
id-1294_gender-F_age-26	1	4	1	1	15	id-1294_gender-F_age-26	attractiveness	0.03750000000000009	0.943
id-1378_gender-F_age-19	1	4	1	1	16	id-1378_gender-F_age-19	attractiveness	-0.18000000000000005	2.401
id-1273_gender-F_age-20	1	4	1	1	17	id-1273_gender-F_age-20	attractiveness	0.3374999999999999	3.793
id-1306_gender-F_age-21	1	4	1	1	18	id-1306_gender-F_age-21	attractiveness	0.09499999999999997	1.734
id-1344_gender-M_age-25	1	4	1	1	19	id-1344_gender-M_age-25	attractiveness	-0.3474999999999999	2.136
id-1318_gender-M_age-35	1	4	1	1	20	id-1318_gender-M_age-35	attractiveness	-0.1875	1.71
id-1360_gender-F_age-20	1	4	1	1	21	id-1360_gender-F_age-20	attractiveness	-0.3474999999999999	1.9680000000000002
id-1377_gender-M_age-20	1	4	1	1	22	id-1377_gender-M_age-20	attractiveness	0.09499999999999997	0.993
id-1341_gender-M_age-19	1	4	1	1	23	id-1341_gender-M_age-19	attractiveness	0.2875000000000001	0.909
id-1323_gender-F_age-23	1	4	1	1	24	id-1323_gender-F_age-23	attractiveness	-0.3474999999999999	1.176
id-1307_gender-F_age-22	1	4	1	1	25	id-1307_gender-F_age-22	attractiveness	-0.7325	2.26
id-1269_gender-F_age-23	1	4	1	1	26	id-1269_gender-F_age-23	attractiveness	-0.07999999999999996	3.385
id-1266_gender-M_age-21	1	4	1	1	27	id-1266_gender-M_age-21	attractiveness	0.3600000000000001	1.66
id-1347_gender-F_age-27	1	4	1	1	28	id-1347_gender-F_age-27	attractiveness	-0.5375	1.66
id-1296_gender-F_age-23	1	4	1	1	29	id-1296_gender-F_age-23	attractiveness	0.02750000000000008	0.768
id-1356_gender-F_age-20	1	4	1	1	30	id-1356_gender-F_age-20	attractiveness	-0.14	0.893
id-1289_gender-F_age-20	1	4	1	1	31	id-1289_gender-F_age-20	attractiveness	-0.16749999999999998	0.8270000000000001
id-1363_gender-M_age-19	1	4	1	1	32	id-1363_gender-M_age-19	attractiveness	-0.4025000000000001	1.21
id-1380_gender-F_age-21	1	4	1	1	33	id-1380_gender-F_age-21	attractiveness	-0.3275	1.651
id-1264_gender-F_age-26	1	4	1	1	34	id-1264_gender-F_age-26	attractiveness	-0.7825	1.726
id-1309_gender-M_age-22	1	4	1	1	35	id-1309_gender-M_age-22	attractiveness	-0.475	2.568
id-1311_gender-F_age-22	1	4	1	1	36	id-1311_gender-F_age-22	attractiveness	-0.10499999999999998	3.1430000000000002
id-1285_gender-F_age-19	1	4	1	1	37	id-1285_gender-F_age-19	attractiveness	-0.37250000000000005	0.768
id-1315_gender-M_age-16	1	4	1	1	38	id-1315_gender-M_age-16	attractiveness	-0.36250000000000004	0.851
id-1339_gender-F_age-30	1	4	1	1	39	id-1339_gender-F_age-30	attractiveness	-0.18999999999999995	0.851
id-1361_gender-F_age-19	1	4	1	1	40	id-1361_gender-F_age-19	attractiveness	0.09499999999999997	2.235
id-1335_gender-M_age-23	1	4	1	1	41	id-1335_gender-M_age-23	attractiveness	-0.14249999999999996	0.7340000000000001
id-1302_gender-F_age-30	1	4	1	1	42	id-1302_gender-F_age-30	attractiveness	-0.2975	1.018
id-1260_gender-F_age-22	1	4	1	1	43	id-1260_gender-F_age-22	attractiveness	-0.6425000000000001	2.7680000000000002
id-1279_gender-F_age-19	1	4	1	1	44	id-1279_gender-F_age-19	attractiveness	-0.10999999999999999	1.993
id-1290_gender-F_age-23	1	4	1	1	45	id-1290_gender-F_age-23	attractiveness	0.135	0.884
id-1274_gender-F_age-33	1	4	1	1	46	id-1274_gender-F_age-33	attractiveness	-0.38249999999999995	0.7929999999999999
id-1293_gender-F_age-31	1	4	1	1	47	id-1293_gender-F_age-31	attractiveness	-0.35250000000000004	1.76
id-1270_gender-F_age-30	1	4	1	1	48	id-1270_gender-F_age-30	attractiveness	-0.10999999999999999	1.026
id-1297_gender-F_age-22	1	4	1	1	49	id-1297_gender-F_age-22	attractiveness	-0.28	1.185
id-1354_gender-F_age-23	1	4	1	1	50	id-1354_gender-F_age-23	attractiveness	-0.12250000000000005	0.743
id-1335_gender-M_age-23	1	4	1	3	1	id-1335_gender-M_age-23	dominance	-0.25749999999999995	1.5930000000000002
id-1341_gender-M_age-19	1	4	1	3	2	id-1341_gender-M_age-19	dominance	0.09499999999999997	0.6679999999999999
id-1318_gender-M_age-35	1	4	1	3	3	id-1318_gender-M_age-35	dominance	0.24249999999999994	0.693
id-1289_gender-F_age-20	1	4	1	3	4	id-1289_gender-F_age-20	dominance	-0.26249999999999996	0.843
id-1302_gender-F_age-30	1	4	1	3	5	id-1302_gender-F_age-30	dominance	-0.16500000000000004	0.8009999999999999
