	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1358_gender-F_age-32	1	4	1	3	1	id-1358_gender-F_age-32	dominance	-0.4175	5.377000000000001
id-1378_gender-F_age-19	1	4	1	3	2	id-1378_gender-F_age-19	dominance	-0.2875	1.435
id-1264_gender-F_age-26	1	4	1	3	3	id-1264_gender-F_age-26	dominance	-0.785	1.026
id-1335_gender-M_age-23	1	4	1	3	4	id-1335_gender-M_age-23	dominance	-0.007499999999999951	4.393
id-1289_gender-F_age-20	1	4	1	3	5	id-1289_gender-F_age-20	dominance	0.11749999999999994	1.2429999999999999
id-1380_gender-F_age-21	1	4	1	3	6	id-1380_gender-F_age-21	dominance	0.24750000000000005	1.06
id-1297_gender-F_age-22	1	4	1	3	7	id-1297_gender-F_age-22	dominance	0.22750000000000004	1.218
id-1361_gender-F_age-19	1	4	1	3	8	id-1361_gender-F_age-19	dominance	0.22999999999999998	1.1179999999999999
id-1362_gender-F_age-24	1	4	1	3	9	id-1362_gender-F_age-24	dominance	-0.27	2.5180000000000002
id-1345_gender-M_age-18	1	4	1	3	10	id-1345_gender-M_age-18	dominance	0.47	1.168
id-1295_gender-F_age-26	1	4	1	3	11	id-1295_gender-F_age-26	dominance	0.37749999999999995	0.768
id-1347_gender-F_age-27	1	4	1	3	12	id-1347_gender-F_age-27	dominance	-0.755	0.968
id-1373_gender-F_age-30	1	4	1	3	13	id-1373_gender-F_age-30	dominance	0.2250000000000001	0.9259999999999999
id-1279_gender-F_age-19	1	4	1	3	14	id-1279_gender-F_age-19	dominance	-0.85	2.843
id-1274_gender-F_age-33	1	4	1	3	15	id-1274_gender-F_age-33	dominance	0.7875000000000001	1.001
id-1310_gender-F_age-28	1	4	1	3	16	id-1310_gender-F_age-28	dominance	0.845	1.426
id-1293_gender-F_age-31	1	4	1	3	17	id-1293_gender-F_age-31	dominance	0.36250000000000004	1.151
id-1360_gender-F_age-20	1	4	1	3	18	id-1360_gender-F_age-20	dominance	-0.13249999999999995	0.76
id-1280_gender-M_age-18	1	4	1	3	19	id-1280_gender-M_age-18	dominance	0.5350000000000001	1.61
id-1273_gender-F_age-20	1	4	1	3	20	id-1273_gender-F_age-20	dominance	-0.685	1.218
id-1366_gender-F_age-24	1	4	1	3	21	id-1366_gender-F_age-24	dominance	0.125	0.634
id-1269_gender-F_age-23	1	4	1	3	22	id-1269_gender-F_age-23	dominance	0.21999999999999997	0.726
id-1294_gender-F_age-26	1	4	1	3	23	id-1294_gender-F_age-26	dominance	-0.31499999999999995	0.826
id-1370_gender-M_age-19	1	4	1	3	24	id-1370_gender-M_age-19	dominance	0.25249999999999995	2.718
