	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1273_gender-F_age-20	1	4	1	2	1	id-1273_gender-F_age-20	arousal	0.11412253959160285	4.435095818610535
id-1273_gender-F_age-20	1	4	1	2	1	id-1273_gender-F_age-20	valence	0.1684817080656382	4.435095818610535
id-1285_gender-F_age-19	1	4	1	2	2	id-1285_gender-F_age-19	arousal	0.08694807054875797	2.085145836389984
id-1285_gender-F_age-19	1	4	1	2	2	id-1285_gender-F_age-19	valence	-0.0054348938085689745	2.085145836389984
id-1296_gender-F_age-23	1	4	1	2	3	id-1296_gender-F_age-23	arousal	0.04754509043663291	1.9184172889454203
id-1296_gender-F_age-23	1	4	1	2	3	id-1296_gender-F_age-23	valence	-0.029891915947129363	1.9184172889454203
id-1373_gender-F_age-30	1	4	1	2	4	id-1373_gender-F_age-30	arousal	0.07607828293162006	1.0516894659594982
id-1373_gender-F_age-30	1	4	1	2	4	id-1373_gender-F_age-30	valence	-0.05434893808568974	1.0516894659594982
id-1345_gender-M_age-18	1	4	1	2	5	id-1345_gender-M_age-18	arousal	0.08694807054875797	2.3185872950612065
id-1345_gender-M_age-18	1	4	1	2	5	id-1345_gender-M_age-18	valence	-0.19293873020419855	2.3185872950612065
id-1270_gender-F_age-30	1	4	1	2	6	id-1270_gender-F_age-30	arousal	0.02172934484593031	1.4344884814217949
id-1270_gender-F_age-30	1	4	1	2	6	id-1270_gender-F_age-30	valence	0.04891404427712077	1.4344884814217949
id-1274_gender-F_age-33	1	4	1	2	7	id-1274_gender-F_age-33	arousal	0.1521667962515857	2.95182777704349
id-1274_gender-F_age-33	1	4	1	2	7	id-1274_gender-F_age-33	valence	-0.20380851782133647	2.95182777704349
id-1344_gender-M_age-25	1	4	1	2	8	id-1344_gender-M_age-25	arousal	0.09102424090518474	1.9851546506274644
id-1344_gender-M_age-25	1	4	1	2	8	id-1344_gender-M_age-25	valence	-0.0407617035642673	1.9851546506274644
id-1293_gender-F_age-31	1	4	1	2	9	id-1293_gender-F_age-31	arousal	0.12906849756516753	2.6851337017201335
id-1293_gender-F_age-31	1	4	1	2	9	id-1293_gender-F_age-31	valence	-0.13315489830993985	2.6851337017201335
id-1315_gender-M_age-16	1	4	1	2	10	id-1315_gender-M_age-16	arousal	0.1018940285223226	3.3850351754485937
id-1315_gender-M_age-16	1	4	1	2	10	id-1315_gender-M_age-16	valence	-0.2418527744813193	3.3850351754485937
id-1307_gender-F_age-22	1	4	1	2	11	id-1307_gender-F_age-22	arousal	0.05977360150591321	12.118214621853895
id-1307_gender-F_age-22	1	4	1	2	11	id-1307_gender-F_age-22	valence	-0.010869787617137949	12.118214621853895
id-1380_gender-F_age-21	1	4	1	2	12	id-1380_gender-F_age-21	arousal	0.07336083602733556	4.8184273106130595
id-1380_gender-F_age-21	1	4	1	2	12	id-1380_gender-F_age-21	valence	-0.02173957523427589	4.8184273106130595
id-1354_gender-F_age-23	1	4	1	2	13	id-1354_gender-F_age-23	arousal	0.14401445553873227	2.5351763541775654
id-1354_gender-F_age-23	1	4	1	2	13	id-1354_gender-F_age-23	valence	-0.1440246859270778	2.5351763541775654
id-1370_gender-M_age-19	1	4	1	2	14	id-1370_gender-M_age-19	arousal	0.09917658161803816	1.418393744064815
id-1370_gender-M_age-19	1	4	1	2	14	id-1370_gender-M_age-19	valence	0.100545535458526	1.418393744064815
id-1355_gender-F_age-19	1	4	1	2	15	id-1355_gender-F_age-19	arousal	0.0502625373409174	1.5850444122861518
id-1355_gender-F_age-19	1	4	1	2	15	id-1355_gender-F_age-19	valence	-0.0625012787985432	1.5850444122861518
id-1367_gender-M_age-20	1	4	1	2	16	id-1367_gender-M_age-20	arousal	0.11683998649588734	1.7850880608730222
id-1367_gender-M_age-20	1	4	1	2	16	id-1367_gender-M_age-20	valence	-0.17663404877849165	1.7850880608730222
id-1347_gender-F_age-27	1	4	1	2	17	id-1347_gender-F_age-27	arousal	0.05977360150591321	4.051831338961165
id-1347_gender-F_age-27	1	4	1	2	17	id-1347_gender-F_age-27	valence	-0.024457022138560384	4.051831338961165
id-1290_gender-F_age-23	1	4	1	2	18	id-1290_gender-F_age-23	arousal	0.11004636923517619	2.301881598226828
id-1290_gender-F_age-23	1	4	1	2	18	id-1290_gender-F_age-23	valence	-0.1711991549699227	2.301881598226828
id-1310_gender-F_age-28	1	4	1	2	19	id-1310_gender-F_age-28	arousal	0.2336902033801203	1.485134426177865
id-1310_gender-F_age-28	1	4	1	2	19	id-1310_gender-F_age-28	valence	-0.20652596472562101	1.485134426177865
id-1266_gender-M_age-21	1	4	1	2	20	id-1266_gender-M_age-21	arousal	0.11412253959160285	1.6017959914543098
id-1266_gender-M_age-21	1	4	1	2	20	id-1266_gender-M_age-21	valence	-0.07065361951139666	1.6017959914543098
id-1289_gender-F_age-20	1	4	1	2	21	id-1289_gender-F_age-20	arousal	0.06384977186233981	1.7018569062865936
id-1289_gender-F_age-20	1	4	1	2	21	id-1289_gender-F_age-20	valence	-0.013587234521422437	1.7018569062865936
