	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1361_gender-F_age-19	1	4	1	1	1	id-1361_gender-F_age-19	attractiveness	-0.12250000000000005	2.36
id-1347_gender-F_age-27	1	4	1	1	2	id-1347_gender-F_age-27	attractiveness	-0.43500000000000005	1.2429999999999999
id-1290_gender-F_age-23	1	4	1	1	3	id-1290_gender-F_age-23	attractiveness	0.13250000000000006	0.785
id-1280_gender-M_age-18	1	4	1	1	4	id-1280_gender-M_age-18	attractiveness	-0.22999999999999998	0.6509999999999999
id-1297_gender-F_age-22	1	4	1	1	5	id-1297_gender-F_age-22	attractiveness	0.30499999999999994	0.785
id-1335_gender-M_age-23	1	4	1	1	6	id-1335_gender-M_age-23	attractiveness	-0.13249999999999995	0.7929999999999999
id-1294_gender-F_age-26	1	4	1	1	7	id-1294_gender-F_age-26	attractiveness	0.25750000000000006	0.818
id-1366_gender-F_age-24	1	4	1	1	8	id-1366_gender-F_age-24	attractiveness	-0.18000000000000005	0.6509999999999999
id-1362_gender-F_age-24	1	4	1	1	9	id-1362_gender-F_age-24	attractiveness	-0.08750000000000002	2.568
id-1291_gender-F_age-24	1	4	1	1	10	id-1291_gender-F_age-24	attractiveness	0.1399999999999999	0.534
id-1380_gender-F_age-21	1	4	1	1	11	id-1380_gender-F_age-21	attractiveness	-0.21499999999999997	1.035
id-1302_gender-F_age-30	1	4	1	1	12	id-1302_gender-F_age-30	attractiveness	-0.26	0.7759999999999999
id-1295_gender-F_age-26	1	4	1	1	13	id-1295_gender-F_age-26	attractiveness	-0.08250000000000002	1.835
id-1341_gender-M_age-19	1	4	1	1	14	id-1341_gender-M_age-19	attractiveness	0.14500000000000002	0.5760000000000001
id-1355_gender-F_age-19	1	4	1	1	15	id-1355_gender-F_age-19	attractiveness	-0.32499999999999996	0.634
id-1344_gender-M_age-25	1	4	1	1	16	id-1344_gender-M_age-25	attractiveness	-0.14	0.5589999999999999
id-1367_gender-M_age-20	1	4	1	1	17	id-1367_gender-M_age-20	attractiveness	0.36749999999999994	0.8759999999999999
id-1273_gender-F_age-20	1	4	1	1	18	id-1273_gender-F_age-20	attractiveness	0.30499999999999994	1.043
id-1264_gender-F_age-26	1	4	1	1	19	id-1264_gender-F_age-26	attractiveness	-0.2849999999999999	0.8759999999999999
id-1345_gender-M_age-18	1	4	1	1	20	id-1345_gender-M_age-18	attractiveness	0.1100000000000001	0.5760000000000001
id-1354_gender-F_age-23	1	4	1	1	21	id-1354_gender-F_age-23	attractiveness	0.07000000000000006	1.193
id-1315_gender-M_age-16	1	4	1	1	22	id-1315_gender-M_age-16	attractiveness	0.13250000000000006	0.6509999999999999
id-1342_gender-M_age-19	1	4	1	1	23	id-1342_gender-M_age-19	attractiveness	-0.2775000000000001	0.5589999999999999
id-1306_gender-F_age-21	1	4	1	1	24	id-1306_gender-F_age-21	attractiveness	0.15250000000000008	0.659
id-1376_gender-F_age-19	1	4	1	1	25	id-1376_gender-F_age-19	attractiveness	0.16749999999999998	0.701
id-1310_gender-F_age-28	1	4	1	1	26	id-1310_gender-F_age-28	attractiveness	-0.365	0.884
id-1377_gender-M_age-20	1	4	1	1	27	id-1377_gender-M_age-20	attractiveness	-0.13749999999999996	0.7090000000000001
id-1270_gender-F_age-30	1	4	1	1	28	id-1270_gender-F_age-30	attractiveness	-0.365	0.8759999999999999
id-1309_gender-M_age-22	1	4	1	1	29	id-1309_gender-M_age-22	attractiveness	-0.53	0.868
id-1311_gender-F_age-22	1	4	1	1	30	id-1311_gender-F_age-22	attractiveness	0.007500000000000062	1.0090000000000001
id-1373_gender-F_age-30	1	4	1	1	31	id-1373_gender-F_age-30	attractiveness	-0.21499999999999997	0.568
id-1296_gender-F_age-23	1	4	1	1	32	id-1296_gender-F_age-23	attractiveness	-0.31499999999999995	0.851
id-1360_gender-F_age-20	1	4	1	1	33	id-1360_gender-F_age-20	attractiveness	-0.4099999999999999	1.3430000000000002
id-1363_gender-M_age-19	1	4	1	1	34	id-1363_gender-M_age-19	attractiveness	0.08250000000000002	1.01
id-1279_gender-F_age-19	1	4	1	1	35	id-1279_gender-F_age-19	attractiveness	-0.14249999999999996	0.843
id-1370_gender-M_age-19	1	4	1	1	36	id-1370_gender-M_age-19	attractiveness	-0.1775	1.176
id-1289_gender-F_age-20	1	4	1	1	37	id-1289_gender-F_age-20	attractiveness	-0.13249999999999995	0.9590000000000001
id-1323_gender-F_age-23	1	4	1	1	38	id-1323_gender-F_age-23	attractiveness	-0.31000000000000005	0.66
id-1378_gender-F_age-19	1	4	1	1	39	id-1378_gender-F_age-19	attractiveness	0.15749999999999997	1.06
id-1266_gender-M_age-21	1	4	1	1	40	id-1266_gender-M_age-21	attractiveness	-0.21250000000000002	0.626
id-1339_gender-F_age-30	1	4	1	1	41	id-1339_gender-F_age-30	attractiveness	-0.5025	0.893
id-1260_gender-F_age-22	1	4	1	1	42	id-1260_gender-F_age-22	attractiveness	-0.10499999999999998	0.976
id-1307_gender-F_age-22	1	4	1	1	43	id-1307_gender-F_age-22	attractiveness	-0.43999999999999995	0.6679999999999999
id-1285_gender-F_age-19	1	4	1	1	44	id-1285_gender-F_age-19	attractiveness	-0.4125	0.9259999999999999
id-1269_gender-F_age-23	1	4	1	1	45	id-1269_gender-F_age-23	attractiveness	-0.09250000000000003	1.035
id-1293_gender-F_age-31	1	4	1	1	46	id-1293_gender-F_age-31	attractiveness	-0.3025	0.785
id-1358_gender-F_age-32	1	4	1	1	47	id-1358_gender-F_age-32	attractiveness	-0.12250000000000005	0.9009999999999999
id-1318_gender-M_age-35	1	4	1	1	48	id-1318_gender-M_age-35	attractiveness	-0.47	0.851
id-1274_gender-F_age-33	1	4	1	1	49	id-1274_gender-F_age-33	attractiveness	-0.37250000000000005	0.726
id-1356_gender-F_age-20	1	4	1	1	50	id-1356_gender-F_age-20	attractiveness	-0.08750000000000002	0.6679999999999999
id-1366_gender-F_age-24	1	4	1	2	1	id-1366_gender-F_age-24	trustworthiness	-0.16749999999999998	1.034
id-1342_gender-M_age-19	1	4	1	2	2	id-1342_gender-M_age-19	trustworthiness	-0.1775	0.943
id-1280_gender-M_age-18	1	4	1	2	3	id-1280_gender-M_age-18	trustworthiness	-0.4375	0.76
id-1285_gender-F_age-19	1	4	1	2	4	id-1285_gender-F_age-19	trustworthiness	0.08749999999999991	0.8340000000000001
id-1297_gender-F_age-22	1	4	1	2	5	id-1297_gender-F_age-22	trustworthiness	-0.20999999999999996	0.5589999999999999
id-1318_gender-M_age-35	1	4	1	2	6	id-1318_gender-M_age-35	trustworthiness	0.15749999999999997	0.718
id-1309_gender-M_age-22	1	4	1	2	7	id-1309_gender-M_age-22	trustworthiness	-0.1825	0.9179999999999999
id-1362_gender-F_age-24	1	4	1	2	8	id-1362_gender-F_age-24	trustworthiness	-0.18500000000000005	1.16
id-1302_gender-F_age-30	1	4	1	2	9	id-1302_gender-F_age-30	trustworthiness	0.11749999999999994	1.7009999999999998
id-1347_gender-F_age-27	1	4	1	2	10	id-1347_gender-F_age-27	trustworthiness	0.11749999999999994	0.534
id-1307_gender-F_age-22	1	4	1	2	11	id-1307_gender-F_age-22	trustworthiness	-0.14249999999999996	0.934
id-1354_gender-F_age-23	1	4	1	2	12	id-1354_gender-F_age-23	trustworthiness	0.1825000000000001	1.051
id-1323_gender-F_age-23	1	4	1	2	13	id-1323_gender-F_age-23	trustworthiness	0.1499999999999999	0.51
id-1341_gender-M_age-19	1	4	1	2	14	id-1341_gender-M_age-19	trustworthiness	0.1625000000000001	0.626
id-1361_gender-F_age-19	1	4	1	2	15	id-1361_gender-F_age-19	trustworthiness	0.1200000000000001	0.534
id-1358_gender-F_age-32	1	4	1	2	16	id-1358_gender-F_age-32	trustworthiness	-0.12250000000000005	0.5429999999999999
id-1311_gender-F_age-22	1	4	1	2	17	id-1311_gender-F_age-22	trustworthiness	0.24	0.634
id-1378_gender-F_age-19	1	4	1	2	18	id-1378_gender-F_age-19	trustworthiness	0.07250000000000001	2.376
id-1363_gender-M_age-19	1	4	1	2	19	id-1363_gender-M_age-19	trustworthiness	0.11749999999999994	0.5429999999999999
id-1345_gender-M_age-18	1	4	1	2	20	id-1345_gender-M_age-18	trustworthiness	0.26249999999999996	0.6679999999999999
id-1294_gender-F_age-26	1	4	1	2	21	id-1294_gender-F_age-26	trustworthiness	-0.12250000000000005	0.659
id-1270_gender-F_age-30	1	4	1	2	22	id-1270_gender-F_age-30	trustworthiness	0.13749999999999996	1.835
id-1296_gender-F_age-23	1	4	1	2	23	id-1296_gender-F_age-23	trustworthiness	-0.1825	1.018
id-1376_gender-F_age-19	1	4	1	2	24	id-1376_gender-F_age-19	trustworthiness	0.10499999999999998	1.6680000000000001
id-1266_gender-M_age-21	1	4	1	2	25	id-1266_gender-M_age-21	trustworthiness	0.1924999999999999	0.8340000000000001
id-1360_gender-F_age-20	1	4	1	2	26	id-1360_gender-F_age-20	trustworthiness	-0.2825	0.534
id-1290_gender-F_age-23	1	4	1	2	27	id-1290_gender-F_age-23	trustworthiness	-0.3375	0.643
id-1306_gender-F_age-21	1	4	1	2	28	id-1306_gender-F_age-21	trustworthiness	-0.125	0.376
id-1335_gender-M_age-23	1	4	1	2	29	id-1335_gender-M_age-23	trustworthiness	-0.22499999999999998	0.726
id-1377_gender-M_age-20	1	4	1	2	30	id-1377_gender-M_age-20	trustworthiness	0.1100000000000001	2.276
id-1356_gender-F_age-20	1	4	1	2	31	id-1356_gender-F_age-20	trustworthiness	0.12749999999999995	1.276
id-1373_gender-F_age-30	1	4	1	2	32	id-1373_gender-F_age-30	trustworthiness	-0.16000000000000003	0.759
id-1291_gender-F_age-24	1	4	1	2	33	id-1291_gender-F_age-24	trustworthiness	-0.17500000000000004	0.784
id-1273_gender-F_age-20	1	4	1	2	34	id-1273_gender-F_age-20	trustworthiness	0.18500000000000005	0.5429999999999999
id-1260_gender-F_age-22	1	4	1	2	35	id-1260_gender-F_age-22	trustworthiness	0.2875000000000001	0.91
id-1269_gender-F_age-23	1	4	1	2	36	id-1269_gender-F_age-23	trustworthiness	-0.08750000000000002	1.268
id-1274_gender-F_age-33	1	4	1	2	37	id-1274_gender-F_age-33	trustworthiness	-0.22499999999999998	0.726
id-1355_gender-F_age-19	1	4	1	2	38	id-1355_gender-F_age-19	trustworthiness	-0.4225	0.718
id-1295_gender-F_age-26	1	4	1	2	39	id-1295_gender-F_age-26	trustworthiness	-0.4425	0.71
id-1293_gender-F_age-31	1	4	1	2	40	id-1293_gender-F_age-31	trustworthiness	-0.5	0.7759999999999999
id-1344_gender-M_age-25	1	4	1	2	41	id-1344_gender-M_age-25	trustworthiness	-0.3075	0.551
id-1339_gender-F_age-30	1	4	1	2	42	id-1339_gender-F_age-30	trustworthiness	-0.28	0.701
id-1289_gender-F_age-20	1	4	1	2	43	id-1289_gender-F_age-20	trustworthiness	-0.22499999999999998	0.493
id-1370_gender-M_age-19	1	4	1	2	44	id-1370_gender-M_age-19	trustworthiness	0.09499999999999997	0.643
id-1279_gender-F_age-19	1	4	1	2	45	id-1279_gender-F_age-19	trustworthiness	0.3174999999999999	0.45899999999999996
id-1264_gender-F_age-26	1	4	1	2	46	id-1264_gender-F_age-26	trustworthiness	0.08749999999999991	0.618
id-1367_gender-M_age-20	1	4	1	2	47	id-1367_gender-M_age-20	trustworthiness	-0.22999999999999998	0.634
id-1380_gender-F_age-21	1	4	1	2	48	id-1380_gender-F_age-21	trustworthiness	0.1725000000000001	0.643
id-1315_gender-M_age-16	1	4	1	2	49	id-1315_gender-M_age-16	trustworthiness	-0.275	0.659
id-1310_gender-F_age-28	1	4	1	2	50	id-1310_gender-F_age-28	trustworthiness	-0.1975	0.9009999999999999
id-1273_gender-F_age-20	1	4	1	6	1	id-1273_gender-F_age-20	dominance	-0.29000000000000004	0.609
id-1309_gender-M_age-22	1	4	1	6	2	id-1309_gender-M_age-22	dominance	-0.06999999999999995	0.5760000000000001
id-1296_gender-F_age-23	1	4	1	6	3	id-1296_gender-F_age-23	dominance	-0.2025	0.409
id-1339_gender-F_age-30	1	4	1	6	4	id-1339_gender-F_age-30	dominance	-0.20499999999999996	0.5429999999999999
id-1355_gender-F_age-19	1	4	1	6	5	id-1355_gender-F_age-19	dominance	-0.17000000000000004	0.5589999999999999
id-1361_gender-F_age-19	1	4	1	6	6	id-1361_gender-F_age-19	dominance	0.1200000000000001	0.684
id-1302_gender-F_age-30	1	4	1	6	7	id-1302_gender-F_age-30	dominance	0.12749999999999995	0.493
id-1354_gender-F_age-23	1	4	1	6	8	id-1354_gender-F_age-23	dominance	-0.14	0.426
id-1294_gender-F_age-26	1	4	1	6	9	id-1294_gender-F_age-26	dominance	-0.29000000000000004	0.509
id-1356_gender-F_age-20	1	4	1	6	10	id-1356_gender-F_age-20	dominance	0.0774999999999999	0.593
id-1358_gender-F_age-32	1	4	1	6	11	id-1358_gender-F_age-32	dominance	0.26	0.735
id-1260_gender-F_age-22	1	4	1	6	12	id-1260_gender-F_age-22	dominance	-0.13249999999999995	1.16
id-1345_gender-M_age-18	1	4	1	6	13	id-1345_gender-M_age-18	dominance	0.11749999999999994	0.5760000000000001
id-1377_gender-M_age-20	1	4	1	6	14	id-1377_gender-M_age-20	dominance	0.1825000000000001	0.726
id-1373_gender-F_age-30	1	4	1	6	15	id-1373_gender-F_age-30	dominance	0.08749999999999991	0.551
id-1264_gender-F_age-26	1	4	1	6	16	id-1264_gender-F_age-26	dominance	-0.14749999999999996	0.7340000000000001
id-1363_gender-M_age-19	1	4	1	6	17	id-1363_gender-M_age-19	dominance	-0.32999999999999996	0.526
id-1297_gender-F_age-22	1	4	1	6	18	id-1297_gender-F_age-22	dominance	-0.11499999999999999	1.735
id-1307_gender-F_age-22	1	4	1	6	19	id-1307_gender-F_age-22	dominance	-0.275	0.643
id-1367_gender-M_age-20	1	4	1	6	20	id-1367_gender-M_age-20	dominance	0.14500000000000002	0.659
id-1279_gender-F_age-19	1	4	1	6	21	id-1279_gender-F_age-19	dominance	-0.10750000000000004	0.743
id-1290_gender-F_age-23	1	4	1	6	22	id-1290_gender-F_age-23	dominance	0.3600000000000001	0.7929999999999999
id-1269_gender-F_age-23	1	4	1	6	23	id-1269_gender-F_age-23	dominance	0.19500000000000006	0.868
id-1293_gender-F_age-31	1	4	1	6	24	id-1293_gender-F_age-31	dominance	0.20999999999999996	0.643
id-1311_gender-F_age-22	1	4	1	6	25	id-1311_gender-F_age-22	dominance	-0.18500000000000005	0.693
