	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1376_gender-F_age-19	1	4	1	1	1	id-1376_gender-F_age-19	dominance	0.0	1.035
id-1361_gender-F_age-19	1	4	1	1	2	id-1361_gender-F_age-19	dominance	0.11250000000000004	3.6430000000000002
id-1323_gender-F_age-23	1	4	1	1	3	id-1323_gender-F_age-23	dominance	-0.25749999999999995	2.826
id-1339_gender-F_age-30	1	4	1	1	4	id-1339_gender-F_age-30	dominance	-0.5775	0.909
id-1341_gender-M_age-19	1	4	1	1	5	id-1341_gender-M_age-19	dominance	0.6225	0.951
id-1344_gender-M_age-25	1	4	1	1	6	id-1344_gender-M_age-25	dominance	0.7324999999999999	1.935
id-1347_gender-F_age-27	1	4	1	1	7	id-1347_gender-F_age-27	dominance	0.09250000000000003	1.526
id-1302_gender-F_age-30	1	4	1	1	8	id-1302_gender-F_age-30	dominance	0.25750000000000006	0.884
id-1377_gender-M_age-20	1	4	1	1	9	id-1377_gender-M_age-20	dominance	0.4724999999999999	1.1179999999999999
id-1380_gender-F_age-21	1	4	1	1	10	id-1380_gender-F_age-21	dominance	0.0	0.309
id-1296_gender-F_age-23	1	4	1	1	11	id-1296_gender-F_age-23	dominance	0.1625000000000001	0.91
id-1345_gender-M_age-18	1	4	1	1	12	id-1345_gender-M_age-18	dominance	0.21999999999999997	0.91
id-1342_gender-M_age-19	1	4	1	1	13	id-1342_gender-M_age-19	dominance	0.47	1.4509999999999998
id-1309_gender-M_age-22	1	4	1	1	14	id-1309_gender-M_age-22	dominance	0.3274999999999999	1.085
id-1260_gender-F_age-22	1	4	1	1	15	id-1260_gender-F_age-22	dominance	-0.5475	1.7009999999999998
id-1358_gender-F_age-32	1	4	1	1	16	id-1358_gender-F_age-32	dominance	0.0024999999999999467	0.35100000000000003
id-1264_gender-F_age-26	1	4	1	1	17	id-1264_gender-F_age-26	dominance	-0.82	1.235
id-1280_gender-M_age-18	1	4	1	1	18	id-1280_gender-M_age-18	dominance	-0.16749999999999998	0.743
id-1289_gender-F_age-20	1	4	1	1	19	id-1289_gender-F_age-20	dominance	-0.21999999999999997	0.818
id-1285_gender-F_age-19	1	4	1	1	20	id-1285_gender-F_age-19	dominance	0.0	0.309
id-1378_gender-F_age-19	1	4	1	1	21	id-1378_gender-F_age-19	dominance	-0.22999999999999998	1.2009999999999998
id-1297_gender-F_age-22	1	4	1	1	22	id-1297_gender-F_age-22	dominance	0.2749999999999999	1.0759999999999998
id-1354_gender-F_age-23	1	4	1	1	23	id-1354_gender-F_age-23	dominance	0.07250000000000001	0.86
id-1360_gender-F_age-20	1	4	1	1	24	id-1360_gender-F_age-20	dominance	-0.14500000000000002	1.01
id-1366_gender-F_age-24	1	4	1	1	25	id-1366_gender-F_age-24	dominance	-0.20750000000000002	0.8340000000000001
id-1290_gender-F_age-23	1	4	1	1	26	id-1290_gender-F_age-23	dominance	0.4225000000000001	0.76
id-1291_gender-F_age-24	1	4	1	1	27	id-1291_gender-F_age-24	dominance	0.15999999999999992	0.809
id-1356_gender-F_age-20	1	4	1	1	28	id-1356_gender-F_age-20	dominance	-0.27	0.626
id-1362_gender-F_age-24	1	4	1	1	29	id-1362_gender-F_age-24	dominance	-0.19499999999999995	0.784
id-1307_gender-F_age-22	1	4	1	1	30	id-1307_gender-F_age-22	dominance	0.0	0.309
id-1311_gender-F_age-22	1	4	1	1	31	id-1311_gender-F_age-22	dominance	-0.5775	1.093
id-1355_gender-F_age-19	1	4	1	1	32	id-1355_gender-F_age-19	dominance	-0.43999999999999995	1.1179999999999999
id-1367_gender-M_age-20	1	4	1	1	33	id-1367_gender-M_age-20	dominance	0.5150000000000001	1.385
id-1315_gender-M_age-16	1	4	1	1	34	id-1315_gender-M_age-16	dominance	0.56	0.893
id-1306_gender-F_age-21	1	4	1	1	35	id-1306_gender-F_age-21	dominance	0.27249999999999996	2.0669999999999997
id-1269_gender-F_age-23	1	4	1	1	36	id-1269_gender-F_age-23	dominance	0.2749999999999999	0.6759999999999999
id-1270_gender-F_age-30	1	4	1	1	37	id-1270_gender-F_age-30	dominance	-0.0050000000000000044	0.309
id-1279_gender-F_age-19	1	4	1	1	38	id-1279_gender-F_age-19	dominance	-0.615	0.9179999999999999
id-1293_gender-F_age-31	1	4	1	1	39	id-1293_gender-F_age-31	dominance	-0.13	0.818
id-1373_gender-F_age-30	1	4	1	1	40	id-1373_gender-F_age-30	dominance	-0.1725	1.81
id-1363_gender-M_age-19	1	4	1	1	41	id-1363_gender-M_age-19	dominance	-0.25249999999999995	1.476
id-1335_gender-M_age-23	1	4	1	1	42	id-1335_gender-M_age-23	dominance	-0.1975	0.584
id-1294_gender-F_age-26	1	4	1	1	43	id-1294_gender-F_age-26	dominance	-0.37749999999999995	0.601
id-1295_gender-F_age-26	1	4	1	1	44	id-1295_gender-F_age-26	dominance	0.5125	0.951
id-1318_gender-M_age-35	1	4	1	1	45	id-1318_gender-M_age-35	dominance	0.4075	0.943
id-1274_gender-F_age-33	1	4	1	1	46	id-1274_gender-F_age-33	dominance	0.4025000000000001	0.659
id-1273_gender-F_age-20	1	4	1	1	47	id-1273_gender-F_age-20	dominance	0.17999999999999994	0.718
id-1370_gender-M_age-19	1	4	1	1	48	id-1370_gender-M_age-19	dominance	-0.0050000000000000044	0.301
id-1310_gender-F_age-28	1	4	1	1	49	id-1310_gender-F_age-28	dominance	0.4125000000000001	0.718
id-1266_gender-M_age-21	1	4	1	1	50	id-1266_gender-M_age-21	dominance	0.4525000000000001	0.626
id-1270_gender-F_age-30	1	4	1	2	1	id-1270_gender-F_age-30	arousal	0.394019570732905	7.619683226570487
id-1270_gender-F_age-30	1	4	1	2	1	id-1270_gender-F_age-30	valence	-0.2500051151941728	7.619683226570487
id-1377_gender-M_age-20	1	4	1	2	2	id-1377_gender-M_age-20	arousal	0.38858467692433607	1.4187197634910262
id-1377_gender-M_age-20	1	4	1	2	2	id-1377_gender-M_age-20	valence	-0.11141532307566396	1.4187197634910262
id-1307_gender-F_age-22	1	4	1	2	3	id-1307_gender-F_age-22	arousal	0.41711786941932316	0.7936112840925489
id-1307_gender-F_age-22	1	4	1	2	3	id-1307_gender-F_age-22	valence	0.00815234071285346	0.7936112840925489
id-1273_gender-F_age-20	1	4	1	2	4	id-1273_gender-F_age-20	arousal	0.3736387189507714	0.8187057573850325
id-1273_gender-F_age-20	1	4	1	2	4	id-1273_gender-F_age-20	valence	0.16032936735278475	0.8187057573850325
id-1279_gender-F_age-19	1	4	1	2	5	id-1279_gender-F_age-19	arousal	0.2771693538486721	1.0687422064620478
id-1279_gender-F_age-19	1	4	1	2	5	id-1279_gender-F_age-19	valence	0.4103344825469576	1.0687422064620478
id-1339_gender-F_age-30	1	4	1	2	6	id-1339_gender-F_age-30	arousal	0.4021719114457585	2.5355234374364954
id-1339_gender-F_age-30	1	4	1	2	6	id-1339_gender-F_age-30	valence	0.6195778941768629	2.5355234374364954
id-1318_gender-M_age-35	1	4	1	2	7	id-1318_gender-M_age-35	arousal	0.19972211707656423	2.6772217561920115
id-1318_gender-M_age-35	1	4	1	2	7	id-1318_gender-M_age-35	valence	-0.6521872570282768	2.6772217561920115
id-1311_gender-F_age-22	1	4	1	2	8	id-1311_gender-F_age-22	arousal	0.2499948848058272	1.2269589756942878
id-1311_gender-F_age-22	1	4	1	2	8	id-1311_gender-F_age-22	valence	0.0054348938085689745	1.2269589756942878
id-1361_gender-F_age-19	1	4	1	2	9	id-1361_gender-F_age-19	arousal	0.5	0.29364977069417364
id-1361_gender-F_age-19	1	4	1	2	9	id-1361_gender-F_age-19	valence	0.0	0.29364977069417364
id-1345_gender-M_age-18	1	4	1	2	10	id-1345_gender-M_age-18	arousal	0.37092127204648684	1.6605279275390783
id-1345_gender-M_age-18	1	4	1	2	10	id-1345_gender-M_age-18	valence	-0.21467830543847446	1.6605279275390783
id-1297_gender-F_age-22	1	4	1	2	11	id-1297_gender-F_age-22	arousal	0.37092127204648684	0.8936616638111445
id-1297_gender-F_age-22	1	4	1	2	11	id-1297_gender-F_age-22	valence	-0.2201131992470434	0.8936616638111445
id-1358_gender-F_age-32	1	4	1	2	12	id-1358_gender-F_age-32	arousal	0.5027174469042844	4.1524413637725965
id-1358_gender-F_age-32	1	4	1	2	12	id-1358_gender-F_age-32	valence	-0.010869787617137949	4.1524413637725965
id-1373_gender-F_age-30	1	4	1	2	13	id-1373_gender-F_age-30	arousal	0.2540710551622539	0.8103434484164609
id-1373_gender-F_age-30	1	4	1	2	13	id-1373_gender-F_age-30	valence	-0.23370043376846586	0.8103434484164609
id-1370_gender-M_age-19	1	4	1	2	14	id-1370_gender-M_age-19	arousal	0.6684817080656382	1.5437565521551733
id-1370_gender-M_age-19	1	4	1	2	14	id-1370_gender-M_age-19	valence	0.3288110754184229	1.5437565521551733
id-1290_gender-F_age-23	1	4	1	2	15	id-1290_gender-F_age-23	arousal	0.5027174469042844	1.2520431858938537
id-1290_gender-F_age-23	1	4	1	2	15	id-1290_gender-F_age-23	valence	-0.20380851782133647	1.2520431858938537
id-1341_gender-M_age-19	1	4	1	2	16	id-1341_gender-M_age-19	arousal	0.4211940397757499	1.2271835563497009
id-1341_gender-M_age-19	1	4	1	2	16	id-1341_gender-M_age-19	valence	-0.33424596922699185	1.2271835563497009
id-1293_gender-F_age-31	1	4	1	2	17	id-1293_gender-F_age-31	arousal	0.30841999324794367	2.9939414538766873
id-1293_gender-F_age-31	1	4	1	2	17	id-1293_gender-F_age-31	valence	-0.2282655399598969	2.9939414538766873
id-1302_gender-F_age-30	1	4	1	2	18	id-1302_gender-F_age-30	arousal	0.3831497831157671	0.91048830897671
id-1302_gender-F_age-30	1	4	1	2	18	id-1302_gender-F_age-30	valence	-0.0625012787985432	0.91048830897671
id-1367_gender-M_age-20	1	4	1	2	19	id-1367_gender-M_age-20	arousal	0.3220072277693662	0.5437438742155791
id-1367_gender-M_age-20	1	4	1	2	19	id-1367_gender-M_age-20	valence	-0.3505506506526989	0.5437438742155791
id-1376_gender-F_age-19	1	4	1	2	20	id-1376_gender-F_age-19	arousal	0.4986412765478578	0.9020758919614308
id-1376_gender-F_age-19	1	4	1	2	20	id-1376_gender-F_age-19	valence	-0.1711991549699227	0.9020758919614308
id-1342_gender-M_age-19	1	4	1	2	21	id-1342_gender-M_age-19	arousal	0.22825530957155132	1.0187029803109908
id-1342_gender-M_age-19	1	4	1	2	21	id-1342_gender-M_age-19	valence	-0.6413174694111391	1.0187029803109908
id-1362_gender-F_age-24	1	4	1	2	22	id-1362_gender-F_age-24	arousal	0.31521361050865493	1.1936455749000745
id-1362_gender-F_age-24	1	4	1	2	22	id-1362_gender-F_age-24	valence	0.010869787617137949	1.1936455749000745
id-1309_gender-M_age-22	1	4	1	2	23	id-1309_gender-M_age-22	arousal	0.343746803003642	0.7687546731031034
id-1309_gender-M_age-22	1	4	1	2	23	id-1309_gender-M_age-22	valence	-0.3043540532798626	0.7687546731031034
id-1296_gender-F_age-23	1	4	1	2	24	id-1296_gender-F_age-23	arousal	0.3220072277693662	3.577319285772319
id-1296_gender-F_age-23	1	4	1	2	24	id-1296_gender-F_age-23	valence	-0.2092434116299055	3.577319285772319
id-1306_gender-F_age-21	1	4	1	2	25	id-1306_gender-F_age-21	arousal	0.30977871670008594	0.9522177490562173
id-1306_gender-F_age-21	1	4	1	2	25	id-1306_gender-F_age-21	valence	-0.2581574559070263	0.9522177490562173
id-1380_gender-F_age-21	1	4	1	2	26	id-1380_gender-F_age-21	arousal	0.5516314911814052	0.7187398972673691
id-1380_gender-F_age-21	1	4	1	2	26	id-1380_gender-F_age-21	valence	0.13043745140565535	0.7187398972673691
id-1260_gender-F_age-22	1	4	1	2	27	id-1260_gender-F_age-22	arousal	0.22553786266726683	2.327190770702145
id-1260_gender-F_age-22	1	4	1	2	27	id-1260_gender-F_age-22	valence	0.0	2.327190770702145
id-1294_gender-F_age-26	1	4	1	2	28	id-1294_gender-F_age-26	arousal	0.32608339812579284	0.8021350858671212
id-1294_gender-F_age-26	1	4	1	2	28	id-1294_gender-F_age-26	valence	0.3260936285141384	0.8021350858671212
id-1356_gender-F_age-20	1	4	1	2	29	id-1356_gender-F_age-20	arousal	0.3790736127593404	0.8437954009859823
id-1356_gender-F_age-20	1	4	1	2	29	id-1356_gender-F_age-20	valence	0.14130723902279332	0.8437954009859823
id-1355_gender-F_age-19	1	4	1	2	30	id-1355_gender-F_age-19	arousal	0.3913021238286205	1.5687812967789796
id-1355_gender-F_age-19	1	4	1	2	30	id-1355_gender-F_age-19	valence	0.0027174469042844872	1.5687812967789796
id-1269_gender-F_age-23	1	4	1	2	31	id-1269_gender-F_age-23	arousal	0.32880084503007734	1.2188565645028575
id-1269_gender-F_age-23	1	4	1	2	31	id-1269_gender-F_age-23	valence	-0.11141532307566396	1.2188565645028575
id-1280_gender-M_age-18	1	4	1	2	32	id-1280_gender-M_age-18	arousal	0.25950594897082296	1.4020914375305438
id-1280_gender-M_age-18	1	4	1	2	32	id-1280_gender-M_age-18	valence	-0.15489447354421576	1.4020914375305438
id-1360_gender-F_age-20	1	4	1	2	33	id-1360_gender-F_age-20	arousal	0.399454464541474	3.6607283597368223
id-1360_gender-F_age-20	1	4	1	2	33	id-1360_gender-F_age-20	valence	-0.22283064615132792	3.6607283597368223
id-1291_gender-F_age-24	1	4	1	2	34	id-1291_gender-F_age-24	arousal	0.5692948960592544	1.8688645183992776
id-1291_gender-F_age-24	1	4	1	2	34	id-1291_gender-F_age-24	valence	-0.0027174469042844872	1.8688645183992776
id-1285_gender-F_age-19	1	4	1	2	35	id-1285_gender-F_age-19	arousal	0.33967063264721525	1.035363001121368
id-1285_gender-F_age-19	1	4	1	2	35	id-1285_gender-F_age-19	valence	-0.19837362401276756	1.035363001121368
id-1266_gender-M_age-21	1	4	1	2	36	id-1266_gender-M_age-21	arousal	0.33967063264721525	1.1519502445171383
id-1266_gender-M_age-21	1	4	1	2	36	id-1266_gender-M_age-21	valence	-0.2581574559070263	1.1519502445171383
id-1310_gender-F_age-28	1	4	1	2	37	id-1310_gender-F_age-28	arousal	0.6752753253263495	1.110445988806532
id-1310_gender-F_age-28	1	4	1	2	37	id-1310_gender-F_age-28	valence	-0.3722902258869748	1.110445988806532
id-1264_gender-F_age-26	1	4	1	2	38	id-1264_gender-F_age-26	arousal	0.349181696812211	1.143761200733934
id-1264_gender-F_age-26	1	4	1	2	38	id-1264_gender-F_age-26	valence	0.6087081065597252	1.143761200733934
id-1289_gender-F_age-20	1	4	1	2	39	id-1289_gender-F_age-20	arousal	0.44565106191431025	1.1604984966070333
id-1289_gender-F_age-20	1	4	1	2	39	id-1289_gender-F_age-20	valence	-0.0027174469042844872	1.1604984966070333
id-1323_gender-F_age-23	1	4	1	2	40	id-1323_gender-F_age-23	arousal	0.3559753140729222	1.469246486625707
id-1323_gender-F_age-23	1	4	1	2	40	id-1323_gender-F_age-23	valence	-0.15761192044850025	1.469246486625707
id-1315_gender-M_age-16	1	4	1	2	41	id-1315_gender-M_age-16	arousal	0.3627689313336334	0.8270834609938902
id-1315_gender-M_age-16	1	4	1	2	41	id-1315_gender-M_age-16	valence	-0.4538136330155093	0.8270834609938902
id-1274_gender-F_age-33	1	4	1	2	42	id-1274_gender-F_age-33	arousal	0.639948515570651	0.7185886675506481
id-1274_gender-F_age-33	1	4	1	2	42	id-1274_gender-F_age-33	valence	-0.4483787392069404	0.7185886675506481
id-1347_gender-F_age-27	1	4	1	2	43	id-1347_gender-F_age-27	arousal	0.3002676525350902	1.6355795524141286
id-1347_gender-F_age-27	1	4	1	2	43	id-1347_gender-F_age-27	valence	0.0027174469042844872	1.6355795524141286
id-1335_gender-M_age-23	1	4	1	2	44	id-1335_gender-M_age-23	arousal	0.5883170243892458	1.6358192258539932
id-1335_gender-M_age-23	1	4	1	2	44	id-1335_gender-M_age-23	valence	0.3885949073126817	1.6358192258539932
id-1363_gender-M_age-19	1	4	1	2	45	id-1363_gender-M_age-19	arousal	0.550272767729263	0.9687186919018131
id-1363_gender-M_age-19	1	4	1	2	45	id-1363_gender-M_age-19	valence	0.0	0.9687186919018131
id-1378_gender-F_age-19	1	4	1	2	46	id-1378_gender-F_age-19	arousal	0.544837873920694	0.9352585892283968
id-1378_gender-F_age-19	1	4	1	2	46	id-1378_gender-F_age-19	valence	0.3532680975569833	0.9352585892283968
id-1366_gender-F_age-24	1	4	1	2	47	id-1366_gender-F_age-24	arousal	0.3342357388386463	1.7271876314007386
id-1366_gender-F_age-24	1	4	1	2	47	id-1366_gender-F_age-24	valence	-0.0027174469042844872	1.7271876314007386
id-1295_gender-F_age-26	1	4	1	2	48	id-1295_gender-F_age-26	arousal	0.550272767729263	0.7436644257904845
id-1295_gender-F_age-26	1	4	1	2	48	id-1295_gender-F_age-26	valence	-0.3695727789826902	0.7436644257904845
id-1344_gender-M_age-25	1	4	1	2	49	id-1344_gender-M_age-25	arousal	0.5013587234521423	3.5939153131694184
id-1344_gender-M_age-25	1	4	1	2	49	id-1344_gender-M_age-25	valence	-0.4320740577812335	3.5939153131694184
id-1354_gender-F_age-23	1	4	1	2	50	id-1354_gender-F_age-23	arousal	0.34238807955149975	0.8435949687900575
id-1354_gender-F_age-23	1	4	1	2	50	id-1354_gender-F_age-23	valence	-0.1820689425870606	0.8435949687900575
id-1293_gender-F_age-31	1	4	1	3	1	id-1293_gender-F_age-31	trustworthiness	-0.30000000000000004	2.21
id-1380_gender-F_age-21	1	4	1	3	2	id-1380_gender-F_age-21	trustworthiness	0.08250000000000002	0.76
id-1362_gender-F_age-24	1	4	1	3	3	id-1362_gender-F_age-24	trustworthiness	-0.007499999999999951	2.26
id-1356_gender-F_age-20	1	4	1	3	4	id-1356_gender-F_age-20	trustworthiness	0.004999999999999893	1.8430000000000002
id-1269_gender-F_age-23	1	4	1	3	5	id-1269_gender-F_age-23	trustworthiness	-0.31999999999999995	0.726
id-1289_gender-F_age-20	1	4	1	3	6	id-1289_gender-F_age-20	trustworthiness	-0.2025	0.768
id-1294_gender-F_age-26	1	4	1	3	7	id-1294_gender-F_age-26	trustworthiness	0.2749999999999999	0.601
id-1264_gender-F_age-26	1	4	1	3	8	id-1264_gender-F_age-26	trustworthiness	0.2975000000000001	0.976
id-1376_gender-F_age-19	1	4	1	3	9	id-1376_gender-F_age-19	trustworthiness	0.0024999999999999467	0.309
id-1270_gender-F_age-30	1	4	1	3	10	id-1270_gender-F_age-30	trustworthiness	-0.275	1.01
id-1355_gender-F_age-19	1	4	1	3	11	id-1355_gender-F_age-19	trustworthiness	-0.125	0.792
id-1345_gender-M_age-18	1	4	1	3	12	id-1345_gender-M_age-18	trustworthiness	-0.25749999999999995	7.718999999999999
id-1377_gender-M_age-20	1	4	1	3	13	id-1377_gender-M_age-20	trustworthiness	0.2825	1.0759999999999998
id-1309_gender-M_age-22	1	4	1	3	14	id-1309_gender-M_age-22	trustworthiness	-0.35750000000000004	0.693
id-1366_gender-F_age-24	1	4	1	3	15	id-1366_gender-F_age-24	trustworthiness	-0.5825	0.6509999999999999
id-1363_gender-M_age-19	1	4	1	3	16	id-1363_gender-M_age-19	trustworthiness	0.1725000000000001	0.584
id-1323_gender-F_age-23	1	4	1	3	17	id-1323_gender-F_age-23	trustworthiness	-0.275	0.884
id-1367_gender-M_age-20	1	4	1	3	18	id-1367_gender-M_age-20	trustworthiness	0.24750000000000005	0.7759999999999999
id-1344_gender-M_age-25	1	4	1	3	19	id-1344_gender-M_age-25	trustworthiness	-0.4325	0.843
id-1311_gender-F_age-22	1	4	1	3	20	id-1311_gender-F_age-22	trustworthiness	0.3425	0.8009999999999999
id-1273_gender-F_age-20	1	4	1	3	21	id-1273_gender-F_age-20	trustworthiness	0.2549999999999999	1.9180000000000001
id-1279_gender-F_age-19	1	4	1	3	22	id-1279_gender-F_age-19	trustworthiness	0.385	2.285
id-1290_gender-F_age-23	1	4	1	3	23	id-1290_gender-F_age-23	trustworthiness	0.0024999999999999467	0.309
id-1285_gender-F_age-19	1	4	1	3	24	id-1285_gender-F_age-19	trustworthiness	-0.3425	0.843
id-1358_gender-F_age-32	1	4	1	3	25	id-1358_gender-F_age-32	trustworthiness	0.0024999999999999467	0.6679999999999999
id-1306_gender-F_age-21	1	4	1	3	26	id-1306_gender-F_age-21	trustworthiness	-0.29500000000000004	0.601
id-1296_gender-F_age-23	1	4	1	3	27	id-1296_gender-F_age-23	trustworthiness	-0.16000000000000003	0.718
id-1266_gender-M_age-21	1	4	1	3	28	id-1266_gender-M_age-21	trustworthiness	-0.37749999999999995	0.601
id-1361_gender-F_age-19	1	4	1	3	29	id-1361_gender-F_age-19	trustworthiness	0.15749999999999997	0.5429999999999999
id-1378_gender-F_age-19	1	4	1	3	30	id-1378_gender-F_age-19	trustworthiness	0.27	0.6679999999999999
id-1295_gender-F_age-26	1	4	1	3	31	id-1295_gender-F_age-26	trustworthiness	-0.235	0.8009999999999999
id-1274_gender-F_age-33	1	4	1	3	32	id-1274_gender-F_age-33	trustworthiness	-0.2925	0.584
id-1354_gender-F_age-23	1	4	1	3	33	id-1354_gender-F_age-23	trustworthiness	0.0	0.309
id-1370_gender-M_age-19	1	4	1	3	34	id-1370_gender-M_age-19	trustworthiness	0.19500000000000006	0.726
id-1347_gender-F_age-27	1	4	1	3	35	id-1347_gender-F_age-27	trustworthiness	-0.4525	0.5760000000000001
id-1297_gender-F_age-22	1	4	1	3	36	id-1297_gender-F_age-22	trustworthiness	0.004999999999999893	0.309
id-1291_gender-F_age-24	1	4	1	3	37	id-1291_gender-F_age-24	trustworthiness	0.35250000000000004	0.7340000000000001
id-1342_gender-M_age-19	1	4	1	3	38	id-1342_gender-M_age-19	trustworthiness	-0.395	0.6679999999999999
id-1339_gender-F_age-30	1	4	1	3	39	id-1339_gender-F_age-30	trustworthiness	0.35250000000000004	1.0759999999999998
id-1373_gender-F_age-30	1	4	1	3	40	id-1373_gender-F_age-30	trustworthiness	-0.14749999999999996	0.7759999999999999
id-1318_gender-M_age-35	1	4	1	3	41	id-1318_gender-M_age-35	trustworthiness	-0.3425	0.976
id-1315_gender-M_age-16	1	4	1	3	42	id-1315_gender-M_age-16	trustworthiness	-0.3400000000000001	1.084
id-1341_gender-M_age-19	1	4	1	3	43	id-1341_gender-M_age-19	trustworthiness	-0.18999999999999995	0.6679999999999999
id-1280_gender-M_age-18	1	4	1	3	44	id-1280_gender-M_age-18	trustworthiness	-0.4325	0.885
id-1335_gender-M_age-23	1	4	1	3	45	id-1335_gender-M_age-23	trustworthiness	0.21750000000000003	0.584
id-1310_gender-F_age-28	1	4	1	3	46	id-1310_gender-F_age-28	trustworthiness	0.17999999999999994	1.193
id-1360_gender-F_age-20	1	4	1	3	47	id-1360_gender-F_age-20	trustworthiness	-0.1825	0.701
id-1302_gender-F_age-30	1	4	1	3	48	id-1302_gender-F_age-30	trustworthiness	0.09250000000000003	0.643
id-1260_gender-F_age-22	1	4	1	3	49	id-1260_gender-F_age-22	trustworthiness	0.0	0.326
id-1307_gender-F_age-22	1	4	1	3	50	id-1307_gender-F_age-22	trustworthiness	-0.14749999999999996	0.693
id-1377_gender-M_age-20	1	4	1	4	1	id-1377_gender-M_age-20	attractiveness	0.0	1.81
id-1309_gender-M_age-22	1	4	1	4	2	id-1309_gender-M_age-22	attractiveness	-0.7575	0.9259999999999999
id-1296_gender-F_age-23	1	4	1	4	3	id-1296_gender-F_age-23	attractiveness	-0.235	0.5429999999999999
id-1311_gender-F_age-22	1	4	1	4	4	id-1311_gender-F_age-22	attractiveness	0.31499999999999995	0.884
id-1363_gender-M_age-19	1	4	1	4	5	id-1363_gender-M_age-19	attractiveness	0.07000000000000006	0.618
id-1297_gender-F_age-22	1	4	1	4	6	id-1297_gender-F_age-22	attractiveness	0.0	0.843
id-1344_gender-M_age-25	1	4	1	4	7	id-1344_gender-M_age-25	attractiveness	-0.565	1.16
id-1307_gender-F_age-22	1	4	1	4	8	id-1307_gender-F_age-22	attractiveness	-0.20999999999999996	1.735
id-1323_gender-F_age-23	1	4	1	4	9	id-1323_gender-F_age-23	attractiveness	-0.23250000000000004	1.068
id-1273_gender-F_age-20	1	4	1	4	10	id-1273_gender-F_age-20	attractiveness	0.01750000000000007	0.327
id-1362_gender-F_age-24	1	4	1	4	11	id-1362_gender-F_age-24	attractiveness	-0.21999999999999997	1.043
id-1269_gender-F_age-23	1	4	1	4	12	id-1269_gender-F_age-23	attractiveness	-0.0024999999999999467	0.44299999999999995
id-1280_gender-M_age-18	1	4	1	4	13	id-1280_gender-M_age-18	attractiveness	-0.61	0.8009999999999999
id-1290_gender-F_age-23	1	4	1	4	14	id-1290_gender-F_age-23	attractiveness	0.32499999999999996	0.493
id-1289_gender-F_age-20	1	4	1	4	15	id-1289_gender-F_age-20	attractiveness	-0.4125	0.86
id-1347_gender-F_age-27	1	4	1	4	16	id-1347_gender-F_age-27	attractiveness	-0.8125	1.01
id-1342_gender-M_age-19	1	4	1	4	17	id-1342_gender-M_age-19	attractiveness	-0.4	0.6509999999999999
id-1274_gender-F_age-33	1	4	1	4	18	id-1274_gender-F_age-33	attractiveness	-0.255	0.5760000000000001
id-1380_gender-F_age-21	1	4	1	4	19	id-1380_gender-F_age-21	attractiveness	0.010000000000000009	0.34299999999999997
id-1355_gender-F_age-19	1	4	1	4	20	id-1355_gender-F_age-19	attractiveness	-0.050000000000000044	0.634
id-1302_gender-F_age-30	1	4	1	4	21	id-1302_gender-F_age-30	attractiveness	-0.12749999999999995	0.818
id-1310_gender-F_age-28	1	4	1	4	22	id-1310_gender-F_age-28	attractiveness	0.395	0.601
id-1360_gender-F_age-20	1	4	1	4	23	id-1360_gender-F_age-20	attractiveness	-0.405	0.584
id-1370_gender-M_age-19	1	4	1	4	24	id-1370_gender-M_age-19	attractiveness	0.23750000000000004	1.085
id-1358_gender-F_age-32	1	4	1	4	25	id-1358_gender-F_age-32	attractiveness	0.23249999999999993	0.768
id-1354_gender-F_age-23	1	4	1	4	26	id-1354_gender-F_age-23	attractiveness	-0.36250000000000004	0.885
id-1341_gender-M_age-19	1	4	1	4	27	id-1341_gender-M_age-19	attractiveness	-0.15000000000000002	0.8590000000000001
id-1270_gender-F_age-30	1	4	1	4	28	id-1270_gender-F_age-30	attractiveness	0.014999999999999902	0.309
