	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1270_gender-F_age-30	1	4	1	3	1	id-1270_gender-F_age-30	trustworthiness	-0.020000000000000018	1.9509999999999998
id-1366_gender-F_age-24	1	4	1	3	2	id-1366_gender-F_age-24	trustworthiness	-0.18500000000000005	1.693
id-1294_gender-F_age-26	1	4	1	3	3	id-1294_gender-F_age-26	trustworthiness	0.3999999999999999	0.9009999999999999
id-1358_gender-F_age-32	1	4	1	3	4	id-1358_gender-F_age-32	trustworthiness	-0.355	1.86
id-1356_gender-F_age-20	1	4	1	3	5	id-1356_gender-F_age-20	trustworthiness	-0.345	0.71
id-1274_gender-F_age-33	1	4	1	3	6	id-1274_gender-F_age-33	trustworthiness	-0.5625	1.618
id-1354_gender-F_age-23	1	4	1	3	7	id-1354_gender-F_age-23	trustworthiness	-0.26249999999999996	0.684
id-1297_gender-F_age-22	1	4	1	3	8	id-1297_gender-F_age-22	trustworthiness	-0.765	0.9259999999999999
id-1290_gender-F_age-23	1	4	1	3	9	id-1290_gender-F_age-23	trustworthiness	-0.56	0.7759999999999999
id-1307_gender-F_age-22	1	4	1	3	10	id-1307_gender-F_age-22	trustworthiness	0.2350000000000001	1.0759999999999998
id-1266_gender-M_age-21	1	4	1	3	11	id-1266_gender-M_age-21	trustworthiness	0.32000000000000006	0.943
id-1361_gender-F_age-19	1	4	1	3	12	id-1361_gender-F_age-19	trustworthiness	0.595	0.985
id-1291_gender-F_age-24	1	4	1	3	13	id-1291_gender-F_age-24	trustworthiness	0.33499999999999996	0.7509999999999999
id-1339_gender-F_age-30	1	4	1	3	14	id-1339_gender-F_age-30	trustworthiness	0.6225	0.851
id-1362_gender-F_age-24	1	4	1	3	15	id-1362_gender-F_age-24	trustworthiness	0.31000000000000005	0.7340000000000001
id-1347_gender-F_age-27	1	4	1	3	16	id-1347_gender-F_age-27	trustworthiness	-0.21499999999999997	0.818
id-1367_gender-M_age-20	1	4	1	3	17	id-1367_gender-M_age-20	trustworthiness	0.14250000000000007	0.743
id-1378_gender-F_age-19	1	4	1	3	18	id-1378_gender-F_age-19	trustworthiness	0.4575	0.909
id-1269_gender-F_age-23	1	4	1	3	19	id-1269_gender-F_age-23	trustworthiness	0.21999999999999997	1.493
id-1295_gender-F_age-26	1	4	1	3	20	id-1295_gender-F_age-26	trustworthiness	-0.16749999999999998	0.784
id-1306_gender-F_age-21	1	4	1	3	21	id-1306_gender-F_age-21	trustworthiness	-0.36750000000000005	1.018
id-1315_gender-M_age-16	1	4	1	3	22	id-1315_gender-M_age-16	trustworthiness	-0.72	1.159
id-1355_gender-F_age-19	1	4	1	3	23	id-1355_gender-F_age-19	trustworthiness	0.0	0.8759999999999999
id-1377_gender-M_age-20	1	4	1	3	24	id-1377_gender-M_age-20	trustworthiness	0.72	1.443
id-1342_gender-M_age-19	1	4	1	3	25	id-1342_gender-M_age-19	trustworthiness	0.16500000000000004	0.768
id-1380_gender-F_age-21	1	4	1	3	26	id-1380_gender-F_age-21	trustworthiness	0.3075000000000001	0.71
id-1341_gender-M_age-19	1	4	1	3	27	id-1341_gender-M_age-19	trustworthiness	0.5674999999999999	0.626
id-1280_gender-M_age-18	1	4	1	3	28	id-1280_gender-M_age-18	trustworthiness	0.3500000000000001	1.851
id-1311_gender-F_age-22	1	4	1	3	29	id-1311_gender-F_age-22	trustworthiness	0.73	0.843
id-1370_gender-M_age-19	1	4	1	3	30	id-1370_gender-M_age-19	trustworthiness	0.8225	1.186
id-1335_gender-M_age-23	1	4	1	3	31	id-1335_gender-M_age-23	trustworthiness	0.5475000000000001	0.826
id-1309_gender-M_age-22	1	4	1	3	32	id-1309_gender-M_age-22	trustworthiness	-0.30500000000000005	0.618
id-1279_gender-F_age-19	1	4	1	3	33	id-1279_gender-F_age-19	trustworthiness	0.8400000000000001	1.368
id-1273_gender-F_age-20	1	4	1	3	34	id-1273_gender-F_age-20	trustworthiness	0.44500000000000006	1.034
id-1302_gender-F_age-30	1	4	1	3	35	id-1302_gender-F_age-30	trustworthiness	-0.18000000000000005	1.301
id-1296_gender-F_age-23	1	4	1	3	36	id-1296_gender-F_age-23	trustworthiness	0.0	0.551
id-1345_gender-M_age-18	1	4	1	3	37	id-1345_gender-M_age-18	trustworthiness	-0.275	1.035
id-1376_gender-F_age-19	1	4	1	3	38	id-1376_gender-F_age-19	trustworthiness	0.6924999999999999	1.185
id-1260_gender-F_age-22	1	4	1	3	39	id-1260_gender-F_age-22	trustworthiness	0.565	0.909
id-1373_gender-F_age-30	1	4	1	3	40	id-1373_gender-F_age-30	trustworthiness	0.12749999999999995	1.46
id-1344_gender-M_age-25	1	4	1	3	41	id-1344_gender-M_age-25	trustworthiness	-0.4075	1.4769999999999999
id-1293_gender-F_age-31	1	4	1	3	42	id-1293_gender-F_age-31	trustworthiness	0.0024999999999999467	0.743
id-1323_gender-F_age-23	1	4	1	3	43	id-1323_gender-F_age-23	trustworthiness	0.0024999999999999467	1.768
id-1285_gender-F_age-19	1	4	1	3	44	id-1285_gender-F_age-19	trustworthiness	0.31499999999999995	0.868
id-1318_gender-M_age-35	1	4	1	3	45	id-1318_gender-M_age-35	trustworthiness	-0.7875	1.043
id-1289_gender-F_age-20	1	4	1	3	46	id-1289_gender-F_age-20	trustworthiness	0.18500000000000005	1.493
id-1264_gender-F_age-26	1	4	1	3	47	id-1264_gender-F_age-26	trustworthiness	0.36250000000000004	0.626
id-1310_gender-F_age-28	1	4	1	3	48	id-1310_gender-F_age-28	trustworthiness	0.7375	1.126
id-1363_gender-M_age-19	1	4	1	3	49	id-1363_gender-M_age-19	trustworthiness	0.7075	1.168
id-1360_gender-F_age-20	1	4	1	3	50	id-1360_gender-F_age-20	trustworthiness	0.25249999999999995	0.685
id-1344_gender-M_age-25	1	4	1	4	1	id-1344_gender-M_age-25	arousal	0.23233147992797804	7.377764281472992
id-1344_gender-M_age-25	1	4	1	4	1	id-1344_gender-M_age-25	valence	-0.1630468142570692	7.377764281472992
id-1354_gender-F_age-23	1	4	1	4	2	id-1354_gender-F_age-23	arousal	0.09102424090518474	2.835552928740072
id-1354_gender-F_age-23	1	4	1	4	2	id-1354_gender-F_age-23	valence	-0.23098298686418134	2.835552928740072
id-1370_gender-M_age-19	1	4	1	4	3	id-1370_gender-M_age-19	arousal	0.5081523407128534	1.327083611920898
id-1370_gender-M_age-19	1	4	1	4	3	id-1370_gender-M_age-19	valence	0.5217498056226214	1.327083611920898
id-1302_gender-F_age-30	1	4	1	4	4	id-1302_gender-F_age-30	arousal	0.4972825530957155	3.552294843006166
id-1302_gender-F_age-30	1	4	1	4	4	id-1302_gender-F_age-30	valence	-0.010869787617137949	3.552294843006166
id-1377_gender-M_age-20	1	4	1	4	5	id-1377_gender-M_age-20	arousal	0.5964693651020992	1.8039794243068168
id-1377_gender-M_age-20	1	4	1	4	5	id-1377_gender-M_age-20	valence	0.4429438453983714	1.8039794243068168
id-1342_gender-M_age-19	1	4	1	4	6	id-1342_gender-M_age-19	arousal	0.13178594446945208	2.1354586591987754
id-1342_gender-M_age-19	1	4	1	4	6	id-1342_gender-M_age-19	valence	-0.3994646949298196	2.1354586591987754
id-1260_gender-F_age-22	1	4	1	4	7	id-1260_gender-F_age-22	arousal	0.37092127204648684	1.5436883327638498
id-1260_gender-F_age-22	1	4	1	4	7	id-1260_gender-F_age-22	valence	-0.23370043376846586	1.5436883327638498
id-1356_gender-F_age-20	1	4	1	4	8	id-1356_gender-F_age-20	arousal	0.5027174469042844	2.718912860593264
id-1356_gender-F_age-20	1	4	1	4	8	id-1356_gender-F_age-20	valence	0.3559855444612677	2.718912860593264
id-1341_gender-M_age-19	1	4	1	4	9	id-1341_gender-M_age-19	arousal	0.17662381839014607	3.769002798503607
id-1341_gender-M_age-19	1	4	1	4	9	id-1341_gender-M_age-19	valence	0.17935149568277614	3.769002798503607
id-1289_gender-F_age-20	1	4	1	4	10	id-1289_gender-F_age-20	arousal	0.4986412765478578	2.3771560422010225
id-1289_gender-F_age-20	1	4	1	4	10	id-1289_gender-F_age-20	valence	-0.00815234071285346	2.3771560422010225
id-1264_gender-F_age-26	1	4	1	4	11	id-1264_gender-F_age-26	arousal	0.6168502168842329	2.102313693895667
id-1264_gender-F_age-26	1	4	1	4	11	id-1264_gender-F_age-26	valence	-0.32337618160985393	2.102313693895667
id-1360_gender-F_age-20	1	4	1	4	12	id-1360_gender-F_age-20	arousal	0.35189914371649544	2.0771736403885366
