	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1306_gender-F_age-21	1	4	1	1	1	id-1306_gender-F_age-21	arousal	0.6820689425870606	3.7022487240446935
id-1306_gender-F_age-21	1	4	1	1	1	id-1306_gender-F_age-21	valence	-0.32337618160985393	3.7022487240446935
id-1302_gender-F_age-30	1	4	1	1	2	id-1302_gender-F_age-30	arousal	0.667122984613496	1.9103930437345296
id-1302_gender-F_age-30	1	4	1	1	2	id-1302_gender-F_age-30	valence	-0.4103344825469576	1.9103930437345296
id-1366_gender-F_age-24	1	4	1	1	3	id-1366_gender-F_age-24	arousal	0.6684817080656382	2.3106158755767865
id-1366_gender-F_age-24	1	4	1	1	3	id-1366_gender-F_age-24	valence	-0.4266391639726645	2.3106158755767865
id-1342_gender-M_age-19	1	4	1	1	4	id-1342_gender-M_age-19	arousal	0.7201131992470434	0.9686746486063385
id-1342_gender-M_age-19	1	4	1	1	4	id-1342_gender-M_age-19	valence	-0.5081625711011989	0.9686746486063385
id-1323_gender-F_age-23	1	4	1	1	5	id-1323_gender-F_age-23	arousal	0.6467421328313623	1.8271516765817069
id-1323_gender-F_age-23	1	4	1	1	5	id-1323_gender-F_age-23	valence	-0.29891915947129355	1.8271516765817069
id-1311_gender-F_age-22	1	4	1	1	6	id-1311_gender-F_age-22	arousal	0.6521770266399313	3.2106956265552067
id-1311_gender-F_age-22	1	4	1	1	6	id-1311_gender-F_age-22	valence	-0.05163149118140525	3.2106956265552067
id-1377_gender-M_age-20	1	4	1	1	7	id-1377_gender-M_age-20	arousal	0.5951106416499571	2.8188086133473007
id-1377_gender-M_age-20	1	4	1	1	7	id-1377_gender-M_age-20	valence	0.2527225620984573	2.8188086133473007
id-1270_gender-F_age-30	1	4	1	1	8	id-1270_gender-F_age-30	arousal	0.6345136217620821	0.8102279875829481
id-1270_gender-F_age-30	1	4	1	1	8	id-1270_gender-F_age-30	valence	0.024457022138560384	0.8102279875829481
id-1339_gender-F_age-30	1	4	1	1	9	id-1339_gender-F_age-30	arousal	0.5747297898678234	1.3102430805006406
id-1339_gender-F_age-30	1	4	1	1	9	id-1339_gender-F_age-30	valence	0.4293566108769489	1.3102430805006406
id-1355_gender-F_age-19	1	4	1	1	10	id-1355_gender-F_age-19	arousal	0.6997323474649098	1.7937791217855192
id-1355_gender-F_age-19	1	4	1	1	10	id-1355_gender-F_age-19	valence	-0.1032629823628105	1.7937791217855192
id-1358_gender-F_age-32	1	4	1	1	11	id-1358_gender-F_age-32	arousal	0.7228306461513279	3.3439832987805858
id-1358_gender-F_age-32	1	4	1	1	11	id-1358_gender-F_age-32	valence	-0.01630468142570692	3.3439832987805858
id-1335_gender-M_age-23	1	4	1	1	12	id-1335_gender-M_age-23	arousal	0.6793514956827762	2.96892519104631
id-1335_gender-M_age-23	1	4	1	1	12	id-1335_gender-M_age-23	valence	0.02717446904284487	2.96892519104631
id-1361_gender-F_age-19	1	4	1	1	13	id-1361_gender-F_age-19	arousal	0.6345136217620821	1.2020724387621158
id-1361_gender-F_age-19	1	4	1	1	13	id-1361_gender-F_age-19	valence	0.2527225620984573	1.2020724387621158
id-1294_gender-F_age-26	1	4	1	1	14	id-1294_gender-F_age-26	arousal	0.6182089403363752	1.8104733984300765
id-1294_gender-F_age-26	1	4	1	1	14	id-1294_gender-F_age-26	valence	0.5000102303883456	1.8104733984300765
id-1347_gender-F_age-27	1	4	1	1	15	id-1347_gender-F_age-27	arousal	0.6847863894913451	1.3603775282144852
id-1347_gender-F_age-27	1	4	1	1	15	id-1347_gender-F_age-27	valence	-0.0625012787985432	1.3603775282144852
id-1354_gender-F_age-23	1	4	1	1	16	id-1354_gender-F_age-23	arousal	0.6548944735442157	0.4783860357906633
id-1354_gender-F_age-23	1	4	1	1	16	id-1354_gender-F_age-23	valence	-0.3043540532798626	0.4783860357906633
id-1310_gender-F_age-28	1	4	1	1	17	id-1310_gender-F_age-28	arousal	0.6875038363956296	0.5352147963726566
